,vendas,acessos,data,gmv,tipo,parceiro
9608,1,1,2019-03-19,8.01,Padrão,parceiro317
9609,1,1,2019-03-19,2.22,Padrão,parceiro522
9610,1,1,2019-03-19,22.6,Padrão,parceiro54
9611,1,1,2019-03-19,9.04,Padrão,parceiro477
9612,1,1,2019-03-19,12.4,Padrão,parceiro318
9613,1,1,2019-03-19,59.98,Padrão,parceiro440
9614,1,1,2019-03-19,13.31,Padrão,parceiro599
9615,1,1,2019-03-19,12.85,Padrão,parceiro419
9616,1,1,2019-03-19,5.67,Padrão,parceiro56
9617,1,1,2019-03-19,10.47,Padrão,parceiro524
9618,1,1,2019-03-19,11.89,Padrão,parceiro186
9619,1,1,2019-03-19,5.61,Padrão,parceiro526
9620,1,1,2019-03-19,54.85,Padrão,parceiro518
9621,1,1,2019-03-19,3.09,Padrão,parceiro335
9622,1,1,2019-03-19,8.94,Padrão,parceiro323
9623,1,1,2019-03-19,2.86,Padrão,parceiro359
9624,1,1,2019-03-19,46.35,Padrão,parceiro472
9625,1,1,2019-03-19,2.62,Padrão,parceiro131
9626,1,1,2019-03-19,21.83,Padrão,parceiro600
9627,1,1,2019-03-19,25.58,Padrão,parceiro398
9628,1,1,2019-03-19,28.52,Padrão,parceiro370
9629,1,1,2019-03-19,4.76,Padrão,parceiro137
9630,1,1,2019-03-19,121.76,Padrão,parceiro132
9631,1,1,2019-03-19,62.59,Padrão,parceiro555
9632,1,1,2019-03-19,36.38,Padrão,parceiro249
9633,1,1,2019-03-19,5.71,Padrão,parceiro334
9634,1,1,2019-03-19,3.43,Padrão,parceiro337
9635,1,1,2019-03-19,133.42,Padrão,parceiro200
9636,1,1,2019-03-19,12.85,Padrão,parceiro602
9637,1,1,2019-03-19,10.85,Padrão,parceiro447
9638,1,1,2019-03-19,15.1,Padrão,parceiro250
9639,1,1,2019-03-19,13.62,Padrão,parceiro361
9640,1,1,2019-03-19,8.09,Padrão,parceiro260
9641,1,1,2019-03-19,19.0,Padrão,parceiro270
9642,1,1,2019-03-19,9.16,Padrão,parceiro168
9643,1,1,2019-03-19,13.97,Padrão,parceiro425
9644,1,1,2019-03-19,5.23,Padrão,parceiro534
9645,1,1,2019-03-20,11.04,Padrão,parceiro562
9646,1,1,2019-03-20,3.77,Padrão,parceiro324
9647,1,1,2019-03-20,229.37,Padrão,parceiro424
9648,1,1,2019-03-20,35.0,Padrão,parceiro118
9649,1,1,2019-03-20,28.5,Padrão,parceiro119
9650,1,1,2019-03-20,16.0,Padrão,parceiro165
9651,1,1,2019-03-20,24.93,Padrão,parceiro401
9652,1,1,2019-03-20,9.55,Padrão,parceiro575
9653,1,1,2019-03-20,11.9,Padrão,parceiro427
9654,1,1,2019-03-20,73.44,Padrão,parceiro103
9655,1,1,2019-03-20,49.76,Padrão,parceiro428
9656,1,1,2019-03-20,11.54,Padrão,parceiro570
9657,1,1,2019-03-20,310.93,Padrão,parceiro58
9658,1,1,2019-03-20,34.25,Padrão,parceiro362
9659,1,1,2019-03-20,3.92,Padrão,parceiro350
9660,1,1,2019-03-20,5.86,Padrão,parceiro67
9661,1,1,2019-03-20,34.06,Padrão,parceiro508
9662,1,1,2019-03-20,8.87,Padrão,parceiro615
9663,1,1,2019-03-20,10.47,Padrão,parceiro6
9664,1,1,2019-03-20,24.73,Padrão,parceiro120
9665,1,1,2019-03-20,62.26,Padrão,parceiro34
9666,1,1,2019-03-20,89.33,Padrão,parceiro308
9667,1,1,2019-03-20,72.34,Padrão,parceiro372
9668,1,1,2019-03-20,13.17,Padrão,parceiro510
9669,1,1,2019-03-20,23.34,Padrão,parceiro402
9670,1,1,2019-03-20,37.95,Padrão,parceiro122
9671,1,1,2019-03-20,87.91,Padrão,parceiro179
9672,1,1,2019-03-20,176.67,Padrão,parceiro180
9673,1,1,2019-03-20,54.76,Padrão,parceiro403
9674,1,1,2019-03-20,52.66,Padrão,parceiro577
9675,1,1,2019-03-20,90.43,Padrão,parceiro611
9676,1,1,2019-03-20,114.44,Padrão,parceiro295
9677,1,1,2019-03-20,83.08,Padrão,parceiro429
9678,1,1,2019-03-20,277.48,Padrão,parceiro542
9679,1,1,2019-03-20,1.14,Padrão,parceiro352
9680,1,1,2019-03-20,26.58,Padrão,parceiro363
9681,1,1,2019-03-20,13.83,Padrão,parceiro134
9682,1,1,2019-03-20,2.04,Padrão,parceiro431
9683,1,1,2019-03-20,54.52,Padrão,parceiro189
9684,1,1,2019-03-20,56.11,Padrão,parceiro441
9685,1,1,2019-03-20,14.28,Padrão,parceiro556
9686,1,1,2019-03-20,29.14,Padrão,parceiro364
9687,1,1,2019-03-20,43.57,Padrão,parceiro444
9688,1,1,2019-03-20,41.03,Padrão,parceiro381
9689,1,1,2019-03-20,64.09,Padrão,parceiro438
9690,1,1,2019-03-20,60.57,Padrão,parceiro61
9691,1,1,2019-03-20,20.05,Padrão,parceiro190
9692,1,1,2019-03-20,252.0,Padrão,parceiro25
9693,1,1,2019-03-20,28.97,Padrão,parceiro298
9694,1,1,2019-03-20,71.14,Padrão,parceiro201
9695,1,1,2019-03-20,12.79,Padrão,parceiro474
9696,1,1,2019-03-20,28.98,Padrão,parceiro136
9697,1,1,2019-03-20,12.28,Padrão,parceiro138
9698,1,1,2019-03-20,7.86,Padrão,parceiro480
9699,1,1,2019-03-20,1.35,Padrão,parceiro377
9700,1,1,2019-03-20,16.4,Padrão,parceiro357
9701,1,1,2019-03-20,0.0,Padrão,parceiro490
9702,1,1,2019-03-20,2.38,Padrão,parceiro114
9703,1,1,2019-03-20,5.01,Padrão,parceiro481
9704,1,1,2019-03-20,0.0,Padrão,parceiro192
9705,1,1,2019-03-20,29.93,Padrão,parceiro373
9706,1,1,2019-03-20,0.0,Padrão,parceiro422
9707,1,1,2019-03-20,25.2,Padrão,parceiro4
9708,1,1,2019-03-20,36.54,Padrão,parceiro116
9709,1,1,2019-03-20,11.0,Padrão,parceiro589
9710,1,1,2019-03-20,42.52,Padrão,parceiro491
9711,1,1,2019-03-20,16.69,Padrão,parceiro65
9712,1,1,2019-03-20,71.32,Padrão,parceiro183
9713,1,1,2019-03-20,26.7,Padrão,parceiro516
9714,1,1,2019-03-20,0.0,Padrão,parceiro521
9715,1,1,2019-03-20,23.8,Padrão,parceiro396
9716,1,1,2019-03-20,5.23,Padrão,parceiro5
9717,1,1,2019-03-20,191.39,Padrão,parceiro28
9718,1,1,2019-03-20,7.14,Padrão,parceiro143
9719,1,1,2019-03-20,51.86,Padrão,parceiro368
9720,1,1,2019-03-20,36.66,Padrão,parceiro184
9721,1,1,2019-03-20,8.56,Padrão,parceiro36
9722,1,1,2019-03-20,102.46,Padrão,parceiro71
9723,1,1,2019-03-20,66.28,Padrão,parceiro21
9724,1,1,2019-03-20,31.33,Padrão,parceiro573
9725,1,1,2019-03-20,22.87,Padrão,parceiro255
9726,1,1,2019-03-20,22.52,Padrão,parceiro205
9727,1,1,2019-03-20,2.7,Padrão,parceiro72
9728,1,1,2019-03-20,0.45,Padrão,parceiro197
9729,1,1,2019-03-20,1.54,Padrão,parceiro476
9730,1,1,2019-03-20,22.7,Padrão,parceiro317
9731,1,1,2019-03-20,21.38,Padrão,parceiro73
9732,1,1,2019-03-20,8.07,Padrão,parceiro477
9733,1,1,2019-03-20,4.09,Padrão,parceiro376
9734,1,1,2019-03-20,26.05,Padrão,parceiro185
9735,1,1,2019-03-20,2.36,Padrão,parceiro280
9736,1,1,2019-03-20,11.19,Padrão,parceiro128
9737,1,1,2019-03-20,14.09,Padrão,parceiro470
9738,1,1,2019-03-20,16.67,Padrão,parceiro56
9739,1,1,2019-03-20,183.53,Padrão,parceiro276
9740,1,1,2019-03-20,4.04,Padrão,parceiro186
9741,1,1,2019-03-20,2.85,Padrão,parceiro526
9742,1,1,2019-03-20,30.32,Padrão,parceiro518
9743,1,1,2019-03-20,18.3,Padrão,parceiro335
9744,1,1,2019-03-20,6.19,Padrão,parceiro369
9745,1,1,2019-03-20,193.24,Padrão,parceiro129
9746,1,1,2019-03-20,59.36,Padrão,parceiro574
9747,1,1,2019-03-20,3.8,Padrão,parceiro130
9748,1,1,2019-03-20,19.18,Padrão,parceiro472
9749,1,1,2019-03-20,23.83,Padrão,parceiro600
9750,1,1,2019-03-20,18.6,Padrão,parceiro554
9751,1,1,2019-03-20,9.68,Padrão,parceiro137
9752,1,1,2019-03-20,144.29,Padrão,parceiro132
9753,1,1,2019-03-20,2.68,Padrão,parceiro555
9754,1,1,2019-03-20,42.31,Padrão,parceiro549
9755,1,1,2019-03-20,103.96,Padrão,parceiro200
9756,1,1,2019-03-20,15.0,Padrão,parceiro447
9757,1,1,2019-03-20,67.59,Padrão,parceiro250
9758,1,1,2019-03-20,4.71,Padrão,parceiro154
9759,1,1,2019-03-20,35.02,Padrão,parceiro598
9760,1,1,2019-03-20,0.0,Padrão,parceiro41
9761,1,1,2019-03-20,36.36,Padrão,parceiro557
9762,1,1,2019-03-20,6.9,Padrão,parceiro499
9763,1,1,2019-03-21,4.11,Padrão,parceiro562
9764,1,1,2019-03-21,6.47,Padrão,parceiro400
9765,1,1,2019-03-21,18.35,Padrão,parceiro427
9766,1,1,2019-03-21,17.14,Padrão,parceiro382
9767,1,1,2019-03-21,2.85,Padrão,parceiro106
9768,1,1,2019-03-21,24.08,Padrão,parceiro278
9769,1,1,2019-03-21,79.66,Padrão,parceiro58
9770,1,1,2019-03-21,4.86,Padrão,parceiro590
9771,1,1,2019-03-21,16.67,Padrão,parceiro67
9772,1,1,2019-03-21,26.9,Padrão,parceiro416
9773,1,1,2019-03-21,21.76,Padrão,parceiro308
9774,1,1,2019-03-21,119.76,Padrão,parceiro122
9775,1,1,2019-03-21,22.04,Padrão,parceiro336
9776,1,1,2019-03-21,10.49,Padrão,parceiro108
9777,1,1,2019-03-21,133.24,Padrão,parceiro611
9778,1,1,2019-03-21,1.09,Padrão,parceiro295
9779,1,1,2019-03-21,165.66,Padrão,parceiro354
9780,1,1,2019-03-21,18.57,Padrão,parceiro135
9781,1,1,2019-03-21,27.14,Padrão,parceiro478
9782,1,1,2019-03-21,12.28,Padrão,parceiro364
9783,1,1,2019-03-21,3.33,Padrão,parceiro513
9784,1,1,2019-03-21,18.42,Padrão,parceiro262
9785,1,1,2019-03-21,17.9,Padrão,parceiro571
9786,1,1,2019-03-21,41.31,Padrão,parceiro7
9787,1,1,2019-03-21,0.0,Padrão,parceiro328
9788,1,1,2019-03-21,17.14,Padrão,parceiro565
9789,1,1,2019-03-21,33.81,Padrão,parceiro125
9790,1,1,2019-03-21,19.58,Padrão,parceiro138
9791,1,1,2019-03-21,3.42,Padrão,parceiro377
9792,1,1,2019-03-21,43.78,Padrão,parceiro162
9793,1,1,2019-03-21,8.06,Padrão,parceiro39
9794,1,1,2019-03-21,27.2,Padrão,parceiro139
9795,1,1,2019-03-21,15.81,Padrão,parceiro142
9796,1,1,2019-03-21,15.37,Padrão,parceiro421
9797,1,1,2019-03-21,7.28,Padrão,parceiro147
9798,1,1,2019-03-21,11.86,Padrão,parceiro525
9799,1,1,2019-03-21,22.8,Padrão,parceiro373
9800,1,1,2019-03-21,6.4,Padrão,parceiro412
9801,1,1,2019-03-21,9.04,Padrão,parceiro213
9802,1,1,2019-03-21,88.84,Padrão,parceiro491
9803,1,1,2019-03-21,20.93,Padrão,parceiro304
9804,1,1,2019-03-21,16.97,Padrão,parceiro516
9805,1,1,2019-03-21,71.38,Padrão,parceiro196
9806,1,1,2019-03-21,19.65,Padrão,parceiro28
9807,1,1,2019-03-21,4.76,Padrão,parceiro143
9808,1,1,2019-03-21,28.57,Padrão,parceiro314
9809,1,1,2019-03-21,224.91,Padrão,parceiro368
9810,1,1,2019-03-21,15.67,Padrão,parceiro315
9811,1,1,2019-03-21,3.4,Padrão,parceiro273
9812,1,1,2019-03-21,20.12,Padrão,parceiro317
9813,1,1,2019-03-21,67.79,Padrão,parceiro54
9814,1,1,2019-03-21,183.25,Padrão,parceiro73
9815,1,1,2019-03-21,25.6,Padrão,parceiro419
9816,1,1,2019-03-21,24.84,Padrão,parceiro185
9817,1,1,2019-03-21,6.56,Padrão,parceiro140
9818,1,1,2019-03-21,6.49,Padrão,parceiro470
9819,1,1,2019-03-21,7.61,Padrão,parceiro566
9820,1,1,2019-03-21,13.61,Padrão,parceiro518
9821,1,1,2019-03-21,10.21,Padrão,parceiro335
9822,1,1,2019-03-21,4.71,Padrão,parceiro75
9823,1,1,2019-03-21,4.66,Padrão,parceiro414
9824,1,1,2019-03-21,7.61,Padrão,parceiro29
9825,1,1,2019-03-21,70.22,Padrão,parceiro398
9826,1,1,2019-03-21,19.86,Padrão,parceiro554
9827,1,1,2019-03-21,9.75,Padrão,parceiro137
9828,1,1,2019-03-21,129.12,Padrão,parceiro132
9829,1,1,2019-03-21,54.92,Padrão,parceiro549
9830,1,1,2019-03-21,29.73,Padrão,parceiro360
9831,1,1,2019-03-21,60.95,Padrão,parceiro361
9832,1,1,2019-03-21,18.65,Padrão,parceiro154
9833,1,1,2019-03-21,55.9,Padrão,parceiro598
9834,1,1,2019-03-21,1.19,Padrão,parceiro406
9835,1,1,2019-03-21,5.02,Padrão,parceiro383
9836,1,1,2019-03-21,26.72,Padrão,parceiro457
9837,1,1,2019-03-21,10.98,Padrão,parceiro168
9838,1,1,2019-03-21,24.72,Padrão,parceiro499
9839,1,1,2019-03-21,12.12,Padrão,parceiro534
9840,1,1,2019-03-22,26.82,Padrão,parceiro539
9841,1,1,2019-03-22,6.22,Padrão,parceiro493
9842,1,1,2019-03-22,12.76,Padrão,parceiro118
9843,1,1,2019-03-22,111.34,Padrão,parceiro119
9844,1,1,2019-03-22,4.23,Padrão,parceiro427
9845,1,1,2019-03-22,66.48,Padrão,parceiro103
9846,1,1,2019-03-22,47.14,Padrão,parceiro382
9847,1,1,2019-03-22,29.0,Padrão,parceiro166
9848,1,1,2019-03-22,92.7,Padrão,parceiro428
9849,1,1,2019-03-22,27.42,Padrão,parceiro161
9850,1,1,2019-03-22,19.49,Padrão,parceiro570
9851,1,1,2019-03-22,6.19,Padrão,parceiro576
9852,1,1,2019-03-22,27.13,Padrão,parceiro278
9853,1,1,2019-03-22,209.33,Padrão,parceiro58
9854,1,1,2019-03-22,1.85,Padrão,parceiro350
9855,1,1,2019-03-22,39.01,Padrão,parceiro541
9856,1,1,2019-03-22,17.69,Padrão,parceiro508
9857,1,1,2019-03-22,62.8,Padrão,parceiro10
9858,1,1,2019-03-22,5.29,Padrão,parceiro253
9859,1,1,2019-03-22,45.03,Padrão,parceiro120
9860,1,1,2019-03-22,12.29,Padrão,parceiro308
9861,1,1,2019-03-22,28.19,Padrão,parceiro180
9862,1,1,2019-03-22,17.82,Padrão,parceiro403
9863,1,1,2019-03-22,5.14,Padrão,parceiro572
9864,1,1,2019-03-22,33.14,Padrão,parceiro429
9865,1,1,2019-03-22,50.69,Padrão,parceiro393
9866,1,1,2019-03-22,231.13,Padrão,parceiro155
9867,1,1,2019-03-22,3.58,Padrão,parceiro352
9868,1,1,2019-03-22,5.16,Padrão,parceiro134
9869,1,1,2019-03-22,24.47,Padrão,parceiro85
9870,1,1,2019-03-22,13.29,Padrão,parceiro189
9871,1,1,2019-03-22,28.81,Padrão,parceiro441
9872,1,1,2019-03-22,9.11,Padrão,parceiro242
9873,1,1,2019-03-22,5.09,Padrão,parceiro556
9874,1,1,2019-03-22,49.62,Padrão,parceiro364
9875,1,1,2019-03-22,17.6,Padrão,parceiro268
9876,1,1,2019-03-22,56.31,Padrão,parceiro438
9877,1,1,2019-03-22,3.33,Padrão,parceiro513
9878,1,1,2019-03-22,351.39,Padrão,parceiro61
9879,1,1,2019-03-22,166.62,Padrão,parceiro617
9880,1,1,2019-03-22,0.18,Padrão,parceiro190
9881,1,1,2019-03-22,6.96,Padrão,parceiro25
9882,1,1,2019-03-22,0.0,Padrão,parceiro170
9883,1,1,2019-03-22,14.77,Padrão,parceiro262
9884,1,1,2019-03-22,37.29,Padrão,parceiro201
9885,1,1,2019-03-22,17.91,Padrão,parceiro474
9886,1,1,2019-03-22,2.83,Padrão,parceiro479
9887,1,1,2019-03-22,18.54,Padrão,parceiro7
9888,1,1,2019-03-22,10.84,Padrão,parceiro136
9889,1,1,2019-03-22,3.09,Padrão,parceiro551
9890,1,1,2019-03-22,1.19,Padrão,parceiro125
9891,1,1,2019-03-22,56.58,Padrão,parceiro138
9892,1,1,2019-03-22,8.0,Padrão,parceiro366
9893,1,1,2019-03-22,4.29,Padrão,parceiro612
9894,1,1,2019-03-22,68.76,Padrão,parceiro281
9895,1,1,2019-03-22,3.8,Padrão,parceiro377
9896,1,1,2019-03-22,56.33,Padrão,parceiro475
9897,1,1,2019-03-22,8.57,Padrão,parceiro442
9898,1,1,2019-03-22,0.0,Padrão,parceiro490
9899,1,1,2019-03-22,98.81,Padrão,parceiro525
9900,1,1,2019-03-22,29.13,Padrão,parceiro545
9901,1,1,2019-03-22,8.51,Padrão,parceiro373
9902,1,1,2019-03-22,100.21,Padrão,parceiro194
9903,1,1,2019-03-22,11.86,Padrão,parceiro412
9904,1,1,2019-03-22,31.76,Padrão,parceiro4
9905,1,1,2019-03-22,31.89,Padrão,parceiro116
9906,1,1,2019-03-22,0.98,Padrão,parceiro432
9907,1,1,2019-03-22,7.05,Padrão,parceiro589
9908,1,1,2019-03-22,35.8,Padrão,parceiro491
9909,1,1,2019-03-22,19.36,Padrão,parceiro65
9910,1,1,2019-03-22,31.04,Padrão,parceiro183
9911,1,1,2019-03-22,18.64,Padrão,parceiro516
9912,1,1,2019-03-22,0.0,Padrão,parceiro521
9913,1,1,2019-03-22,23.8,Padrão,parceiro396
9914,1,1,2019-03-22,29.87,Padrão,parceiro8
9915,1,1,2019-03-22,4.22,Padrão,parceiro5
9916,1,1,2019-03-22,8.57,Padrão,parceiro314
9917,1,1,2019-03-22,31.43,Padrão,parceiro71
9918,1,1,2019-03-22,0.0,Padrão,parceiro386
9919,1,1,2019-03-22,23.3,Padrão,parceiro476
9920,1,1,2019-03-22,9.64,Padrão,parceiro484
9921,1,1,2019-03-22,10.8,Padrão,parceiro317
9922,1,1,2019-03-22,10.3,Padrão,parceiro522
9923,1,1,2019-03-22,12.63,Padrão,parceiro54
9924,1,1,2019-03-22,11.56,Padrão,parceiro66
9925,1,1,2019-03-22,151.82,Padrão,parceiro204
9926,1,1,2019-03-22,6.79,Padrão,parceiro477
9927,1,1,2019-03-22,6.66,Padrão,parceiro597
9928,1,1,2019-03-22,50.36,Padrão,parceiro322
9929,1,1,2019-03-22,6.66,Padrão,parceiro599
9930,1,1,2019-03-22,23.76,Padrão,parceiro79
9931,1,1,2019-03-22,21.24,Padrão,parceiro185
9932,1,1,2019-03-22,4.03,Padrão,parceiro140
9933,1,1,2019-03-22,16.66,Padrão,parceiro566
9934,1,1,2019-03-22,9.48,Padrão,parceiro433
9935,1,1,2019-03-22,8.09,Padrão,parceiro524
9936,1,1,2019-03-22,5.94,Padrão,parceiro526
9937,1,1,2019-03-22,24.47,Padrão,parceiro518
9938,1,1,2019-03-22,15.07,Padrão,parceiro335
9939,1,1,2019-03-22,2.86,Padrão,parceiro369
9940,1,1,2019-03-22,5.81,Padrão,parceiro9
9941,1,1,2019-03-22,10.29,Padrão,parceiro207
9942,1,1,2019-03-22,2.38,Padrão,parceiro305
9943,1,1,2019-03-22,25.83,Padrão,parceiro414
9944,1,1,2019-03-22,28.19,Padrão,parceiro471
9945,1,1,2019-03-22,14.38,Padrão,parceiro472
9946,1,1,2019-03-22,6.43,Padrão,parceiro600
9947,1,1,2019-03-22,10.57,Padrão,parceiro398
9948,1,1,2019-03-22,42.32,Padrão,parceiro370
9949,1,1,2019-03-22,7.85,Padrão,parceiro379
9950,1,1,2019-03-22,8.09,Padrão,parceiro137
9951,1,1,2019-03-22,41.16,Padrão,parceiro132
9952,1,1,2019-03-22,94.39,Padrão,parceiro555
9953,1,1,2019-03-22,68.63,Padrão,parceiro200
9954,1,1,2019-03-22,4.28,Padrão,parceiro361
9955,1,1,2019-03-22,6.33,Padrão,parceiro260
9956,1,1,2019-03-22,10.2,Padrão,parceiro154
9957,1,1,2019-03-22,77.81,Padrão,parceiro598
9958,1,1,2019-03-22,16.97,Padrão,parceiro557
9959,1,1,2019-03-22,13.52,Padrão,parceiro457
9960,1,1,2019-03-22,13.23,Padrão,parceiro534
9961,1,1,2019-03-23,15.33,Padrão,parceiro118
9962,1,1,2019-03-23,35.58,Padrão,parceiro119
9963,1,1,2019-03-23,8.19,Padrão,parceiro165
9964,1,1,2019-03-23,16.2,Padrão,parceiro100
9965,1,1,2019-03-23,6.21,Padrão,parceiro507
9966,1,1,2019-03-23,4.05,Padrão,parceiro427
9967,1,1,2019-03-23,47.81,Padrão,parceiro103
9968,1,1,2019-03-23,8.49,Padrão,parceiro23
9969,1,1,2019-03-23,24.38,Padrão,parceiro428
9970,1,1,2019-03-23,46.92,Padrão,parceiro570
9971,1,1,2019-03-23,80.11,Padrão,parceiro278
9972,1,1,2019-03-23,191.35,Padrão,parceiro58
9973,1,1,2019-03-23,30.46,Padrão,parceiro350
9974,1,1,2019-03-23,9.34,Padrão,parceiro67
9975,1,1,2019-03-23,41.28,Padrão,parceiro508
9976,1,1,2019-03-23,1.98,Padrão,parceiro615
9977,1,1,2019-03-23,3.92,Padrão,parceiro68
9978,1,1,2019-03-23,54.96,Padrão,parceiro253
9979,1,1,2019-03-23,7.48,Padrão,parceiro437
9980,1,1,2019-03-23,10.23,Padrão,parceiro121
9981,1,1,2019-03-23,17.94,Padrão,parceiro378
9982,1,1,2019-03-23,137.9,Padrão,parceiro336
9983,1,1,2019-03-23,17.94,Padrão,parceiro240
9984,1,1,2019-03-23,56.47,Padrão,parceiro577
9985,1,1,2019-03-23,98.19,Padrão,parceiro109
9986,1,1,2019-03-23,21.42,Padrão,parceiro429
9987,1,1,2019-03-23,37.74,Padrão,parceiro607
9988,1,1,2019-03-23,33.6,Padrão,parceiro393
9989,1,1,2019-03-23,51.98,Padrão,parceiro363
9990,1,1,2019-03-23,30.66,Padrão,parceiro134
9991,1,1,2019-03-23,42.59,Padrão,parceiro51
9992,1,1,2019-03-23,40.26,Padrão,parceiro430
9993,1,1,2019-03-23,98.76,Padrão,parceiro135
9994,1,1,2019-03-23,40.77,Padrão,parceiro355
9995,1,1,2019-03-23,24.68,Padrão,parceiro364
9996,1,1,2019-03-23,4.18,Padrão,parceiro321
9997,1,1,2019-03-23,34.87,Padrão,parceiro298
9998,1,1,2019-03-23,52.38,Padrão,parceiro201
9999,1,1,2019-03-23,11.76,Padrão,parceiro474
10000,1,1,2019-03-23,11.85,Padrão,parceiro503
10001,1,1,2019-03-23,22.21,Padrão,parceiro7
10002,1,1,2019-03-23,18.09,Padrão,parceiro300
10003,1,1,2019-03-23,3.88,Padrão,parceiro136
10004,1,1,2019-03-23,16.87,Padrão,parceiro595
10005,1,1,2019-03-23,283.64,Padrão,parceiro356
10006,1,1,2019-03-23,5.26,Padrão,parceiro258
10007,1,1,2019-03-23,60.1,Padrão,parceiro138
10008,1,1,2019-03-23,23.15,Padrão,parceiro366
10009,1,1,2019-03-23,13.26,Padrão,parceiro310
10010,1,1,2019-03-23,17.87,Padrão,parceiro162
10011,1,1,2019-03-23,13.71,Padrão,parceiro39
10012,1,1,2019-03-23,85.55,Padrão,parceiro357
10013,1,1,2019-03-23,34.36,Padrão,parceiro475
10014,1,1,2019-03-23,57.48,Padrão,parceiro442
10015,1,1,2019-03-23,9.52,Padrão,parceiro126
10016,1,1,2019-03-23,2.38,Padrão,parceiro114
10017,1,1,2019-03-23,11.4,Padrão,parceiro373
10018,1,1,2019-03-23,0.0,Padrão,parceiro515
10019,1,1,2019-03-23,8.57,Padrão,parceiro412
10020,1,1,2019-03-23,14.48,Padrão,parceiro4
10021,1,1,2019-03-23,47.81,Padrão,parceiro116
10022,1,1,2019-03-23,0.0,Padrão,parceiro195
10023,1,1,2019-03-23,19.01,Padrão,parceiro65
10024,1,1,2019-03-23,20.56,Padrão,parceiro183
10025,1,1,2019-03-23,0.0,Padrão,parceiro521
10026,1,1,2019-03-23,1.8,Padrão,parceiro367
10027,1,1,2019-03-23,32.62,Padrão,parceiro8
10028,1,1,2019-03-23,1.9,Padrão,parceiro469
10029,1,1,2019-03-23,7.14,Padrão,parceiro5
10030,1,1,2019-03-23,37.62,Padrão,parceiro21
10031,1,1,2019-03-23,3.33,Padrão,parceiro317
10032,1,1,2019-03-23,13.32,Padrão,parceiro54
10033,1,1,2019-03-23,7.61,Padrão,parceiro216
10034,1,1,2019-03-23,76.86,Padrão,parceiro73
10035,1,1,2019-03-23,211.27,Padrão,parceiro204
10036,1,1,2019-03-23,84.23,Padrão,parceiro586
10037,1,1,2019-03-23,16.66,Padrão,parceiro597
10038,1,1,2019-03-23,7.58,Padrão,parceiro376
10039,1,1,2019-03-23,34.01,Padrão,parceiro185
10040,1,1,2019-03-23,60.76,Padrão,parceiro276
10041,1,1,2019-03-23,9.0,Padrão,parceiro186
10042,1,1,2019-03-23,29.2,Padrão,parceiro518
10043,1,1,2019-03-23,7.14,Padrão,parceiro9
10044,1,1,2019-03-23,27.13,Padrão,parceiro207
10045,1,1,2019-03-23,2.38,Padrão,parceiro471
10046,1,1,2019-03-23,25.07,Padrão,parceiro472
10047,1,1,2019-03-23,12.24,Padrão,parceiro370
10048,1,1,2019-03-23,13.71,Padrão,parceiro554
10049,1,1,2019-03-23,34.41,Padrão,parceiro132
10050,1,1,2019-03-23,10.27,Padrão,parceiro549
10051,1,1,2019-03-23,22.61,Padrão,parceiro602
10052,1,1,2019-03-23,4.62,Padrão,parceiro250
10053,1,1,2019-03-23,6.33,Padrão,parceiro260
10054,1,1,2019-03-23,102.09,Padrão,parceiro598
10055,1,1,2019-03-23,10.0,Padrão,parceiro406
10056,1,1,2019-03-23,54.24,Padrão,parceiro256
10057,1,1,2019-03-23,14.05,Padrão,parceiro499
10058,1,1,2019-03-23,2.71,Padrão,parceiro534
10059,1,1,2019-03-24,22.6,Padrão,parceiro539
10060,1,1,2019-03-24,32.66,Padrão,parceiro493
10061,1,1,2019-03-24,61.2,Padrão,parceiro119
10062,1,1,2019-03-24,0.0,Padrão,parceiro100
10063,1,1,2019-03-24,169.95,Padrão,parceiro401
10064,1,1,2019-03-24,203.14,Padrão,parceiro102
10065,1,1,2019-03-24,2.81,Padrão,parceiro89
10066,1,1,2019-03-24,8.0,Padrão,parceiro103
10067,1,1,2019-03-24,2.09,Padrão,parceiro606
10068,1,1,2019-03-24,2.5,Padrão,parceiro161
10069,1,1,2019-03-24,6.68,Padrão,parceiro570
10070,1,1,2019-03-24,4.76,Padrão,parceiro313
10071,1,1,2019-03-24,2.38,Padrão,parceiro576
10072,1,1,2019-03-24,27.39,Padrão,parceiro362
10073,1,1,2019-03-24,64.48,Padrão,parceiro508
10074,1,1,2019-03-24,2.17,Padrão,parceiro615
10075,1,1,2019-03-24,33.7,Padrão,parceiro239
10076,1,1,2019-03-24,6.27,Padrão,parceiro510
10077,1,1,2019-03-24,8.78,Padrão,parceiro121
10078,1,1,2019-03-24,24.02,Padrão,parceiro24
10079,1,1,2019-03-24,55.72,Padrão,parceiro211
10080,1,1,2019-03-24,26.67,Padrão,parceiro403
10081,1,1,2019-03-24,31.42,Padrão,parceiro240
10082,1,1,2019-03-24,41.47,Padrão,parceiro577
10083,1,1,2019-03-24,14.02,Padrão,parceiro181
10084,1,1,2019-03-24,1.9,Padrão,parceiro572
10085,1,1,2019-03-24,104.29,Padrão,parceiro528
10086,1,1,2019-03-24,0.0,Padrão,parceiro218
10087,1,1,2019-03-24,5.04,Padrão,parceiro134
10088,1,1,2019-03-24,18.89,Padrão,parceiro51
